Time,Beta_0_mean,Beta_0_min,Beta_0_max,Beta_1_mean,Beta_1_min,Beta_1_max,Channel
0.0,-0.006768909850470731,-0.022209337562203335,0.008671517861261871,-0.011535975037043117,-0.04710854733339366,0.02403659725930743,Channel 2
41.666666666666664,-0.016478146349182012,-0.03568013343638775,0.0027238407380237237,0.07017086736112707,0.02530677398234877,0.11503496073990538,Channel 2
83.33333333333333,-0.0284073368106412,-0.05064449994531975,-0.0061701736759626515,0.19719766328107863,0.14479164196821342,0.24960368459394383,Channel 2
125.0,-0.03931543607571119,-0.06403594966538524,-0.01459492248603714,0.320648423851653,0.26009823244136004,0.38119861526194593,Channel 2
166.66666666666666,-0.04454819637028937,-0.0716110648577438,-0.017485327882834942,0.36881999142440897,0.3016053088954265,0.4360346739533914,Channel 2
208.33333333333331,-0.04013346211881194,-0.06907563180725527,-0.01119129243036861,0.3055002520451245,0.23582244187347856,0.3751780622167704,Channel 2
250.0,-0.02519895283302286,-0.05506338339835163,0.0046654777323059116,0.15210408339648776,0.08183838503170446,0.22236978176127106,Channel 2
291.66666666666663,-0.0026887028540002987,-0.0328943267235504,0.027516921015549804,-0.02766240440687813,-0.09866554996528984,0.04334074115153358,Channel 2
333.3333333333333,0.02153270610512193,-0.009213711161062534,0.0522791233713064,-0.16574591619227425,-0.2374331589535275,-0.09405867343102096,Channel 2
375.0,0.04073935210075438,0.009186149558954533,0.07229255464255421,-0.2260421756718159,-0.29909692454105075,-0.15298742680258107,Channel 2
416.66666666666663,0.04986519931645696,0.017835628557469986,0.08189477007544393,-0.21610279689644843,-0.2909825263693139,-0.141223067423583,Channel 2
458.3333333333333,0.0473974751837645,0.015428730829670494,0.0793662195378585,-0.17123720735116554,-0.24661576241897187,-0.09585865228335923,Channel 2
500.0,0.035816051755819873,0.003992167554403972,0.06763993595723578,-0.1265510579563729,-0.2015906951694705,-0.05151142074327528,Channel 2
541.6666666666666,0.020411373330146743,-0.011460771472573138,0.05228351813286662,-0.0975661521434196,-0.17286223339444007,-0.022270070892399144,Channel 2
583.3333333333333,0.007013355885577043,-0.024727811245080278,0.03875452301623436,-0.07992351353667633,-0.155546692529828,-0.004300334543524673,Channel 2
625.0,-0.0003744974850289458,-0.03151690959845781,0.030767914628399916,-0.06284917804209499,-0.13895457268454448,0.01325621660035449,Channel 2
666.6666666666666,-0.0010203436389708987,-0.03154246348420701,0.029501776206265214,-0.042205058182746974,-0.11950509629912591,0.03509497993363196,Channel 2
708.3333333333333,0.002602930985945632,-0.02786493434012051,0.03307079631201177,-0.022681012149943454,-0.10014105089060121,0.0547790265907143,Channel 2
750.0,0.006307986384523723,-0.024526500955510417,0.03714247372455787,-0.010073837212217824,-0.08599792971552642,0.06585025529109076,Channel 2
791.6666666666666,0.006346344635639738,-0.024881047648694105,0.03757373691997358,-0.0032645222178146584,-0.07821155893002919,0.07168251449439987,Channel 2
833.3333333333333,0.0012144638183429488,-0.030682719515041756,0.03311164715172765,0.005486206088321173,-0.06975978629676494,0.08073219847340729,Channel 2
875.0,-0.007440329725130162,-0.040378587892881734,0.02549792844262141,0.0224172290738423,-0.05414361563494752,0.09897807378263213,Channel 2
916.6666666666666,-0.01563008279945173,-0.04848060394029571,0.017220438341392252,0.043469482639741916,-0.034935426127242736,0.12187439140672657,Channel 2
958.3333333333333,-0.020119008035409502,-0.05014861544348066,0.009910599372661654,0.05525911151296424,-0.018665992257383773,0.12918421528331225,Channel 2
1000.0,-0.020246504955269272,-0.04490521547610311,0.004412205565564563,0.052081865351761514,-0.007335256094753294,0.11149898679827633,Channel 2
