Time,Beta_0_mean,Beta_0_min,Beta_0_max,Beta_1_mean,Beta_1_min,Beta_1_max,Channel
0.0,-0.005396745229554891,-0.020080408898130155,0.009286918439020374,-0.005396745229554891,-0.020080408898130155,0.009286918439020374,Channel 2
41.666666666666664,-0.014655801220686722,-0.03296834642462369,0.0036567439832502525,0.0241410654377997,-0.02507591678977811,0.07335804766537751,Channel 2
83.33333333333333,-0.026343417163091982,-0.047776719355993896,-0.004910114970190064,0.1775933880321921,0.11941498585915637,0.23577179020522782,Channel 2
125.0,-0.03739398302156572,-0.06164815201312546,-0.013139814030005987,0.3279767128856703,0.2669546819185834,0.38899874385275723,Channel 2
166.66666666666666,-0.0432279684210921,-0.07021745374014451,-0.01623848310203968,0.3849175857048685,0.3188781140865351,0.4509570573232019,Channel 2
208.33333333333331,-0.039797192196504814,-0.06884994861081756,-0.010744435782192072,0.3094150275096938,0.24077502468145817,0.3780550303379294,Channel 2
250.0,-0.026031853718474697,-0.05591961140465136,0.0038559039677019714,0.1381905172901647,0.06707650876678435,0.20930452581354508,Channel 2
291.66666666666663,-0.004614917438196757,-0.034637614426291874,0.025407779549898358,-0.04043336035390495,-0.11220005598258062,0.031333335274770724,Channel 2
333.3333333333333,0.01882323325773193,-0.01165957954772387,0.04930604606318773,-0.1641432171198603,-0.23761073947977168,-0.09067569475994892,Channel 2
375.0,0.037661552376909165,0.006242612981942099,0.06908049177187622,-0.20286341399469862,-0.276954501660692,-0.1287723263287052,Channel 2
416.66666666666663,0.046748384486783714,0.014696761783487604,0.07880000719007982,-0.1865163393713992,-0.26051663830931504,-0.11251604043348336,Channel 2
458.3333333333333,0.044314983141948795,0.012378227701248357,0.07625173858264923,-0.15665705485091064,-0.22829042914779996,-0.0850236805540213,Channel 2
500.0,0.032521602909692374,0.0010365924495416984,0.06400661336984305,-0.13292686674605164,-0.201177344599428,-0.06467638889267531,Channel 2
541.6666666666666,0.016432951650008645,-0.014747697806859493,0.047613601106876784,-0.10535081525539125,-0.16868132183892237,-0.042020308671860115,Channel 2
583.3333333333333,0.001889489127033704,-0.02896477419886951,0.03274375245293692,-0.05505586874065121,-0.11525714580857582,0.005145408327273407,Channel 2
625.0,-0.0068007005670959585,-0.03697146975821448,0.023370068624022557,-0.0068007005670959585,-0.03697146975821448,0.023370068624022557,Channel 2
666.6666666666666,-0.008375199738981896,-0.03775443090902381,0.02100403143106002,-0.008375199738981896,-0.03775443090902381,0.02100403143106002,Channel 2
708.3333333333333,-0.004735387875802363,-0.03372823620915977,0.02425746045755504,-0.004735387875802363,-0.03372823620915977,0.02425746045755504,Channel 2
750.0,0.000303547397448374,-0.028690178502344954,0.029297273297241702,0.000303547397448374,-0.028690178502344954,0.029297273297241702,Channel 2
791.6666666666666,0.0029722335734117403,-0.026123962472955897,0.032068429619779376,0.0029722335734117403,-0.026123962472955897,0.032068429619779376,Channel 2
833.3333333333333,0.0012911745725745554,-0.028233969446460307,0.03081631859160942,0.0012911745725745554,-0.028233969446460307,0.03081631859160942,Channel 2
875.0,-0.003968480670542701,-0.034334313739297115,0.026397352398211716,-0.003968480670542701,-0.034334313739297115,0.026397352398211716,Channel 2
916.6666666666666,-0.00981696905431839,-0.04006001729908607,0.020426079190449288,-0.00981696905431839,-0.04006001729908607,0.020426079190449288,Channel 2
958.3333333333333,-0.013521071106260362,-0.04117432689032138,0.014132184677800657,-0.013521071106260362,-0.04117432689032138,0.014132184677800657,Channel 2
1000.0,-0.014206907122383152,-0.03693762572478475,0.008523811480018443,-0.014206907122383152,-0.03693762572478475,0.008523811480018443,Channel 2
