Time,Zeta_mean,Zeta_min,Zeta_max,Channel
0.0,0.06484063419437747,-0.3177078152005598,0.44738908358931473,Channel 1
41.666666666666664,0.829554398376618,0.218661862491902,1.4404469342613342,Channel 1
83.33333333333333,0.9777326580433828,0.8455637041756197,1.109901611911146,Channel 1
125.0,0.9890886791152907,0.9162148221944948,1.0619625360360867,Channel 1
166.66666666666666,0.9075996097428679,0.4398089582725724,1.3753902612131634,Channel 1
208.33333333333331,0.9949686576931578,0.9633311236341149,1.0266061917522007,Channel 1
250.0,0.9990255795806688,0.9911140551169921,1.0069371040443456,Channel 1
291.66666666666663,0.9995082060618335,0.9950345972835649,1.0039818148401023,Channel 1
333.3333333333333,0.9989889995108399,0.9904881619240867,1.007489837097593,Channel 1
375.0,0.9950100411550467,0.9619411751856892,1.028078907124404,Channel 1
416.66666666666663,0.9631301420124548,0.6660579000011895,1.2602023840237202,Channel 1
458.3333333333333,0.9951154116429636,0.9631124785321886,1.0271183447537386,Channel 1
500.0,0.9931242206698979,0.950656162323821,1.0355922790159748,Channel 1
541.6666666666666,0.9915770803347261,0.9310340106058413,1.052120150063611,Channel 1
583.3333333333333,0.9777447419923352,0.7383938324135103,1.2170956515711602,Channel 1
625.0,0.9706929814111865,0.6840234437463597,1.2573625190760134,Channel 1
666.6666666666666,0.9542031262555518,0.6392460314151631,1.2691602210959405,Channel 1
708.3333333333333,0.9362915515627794,0.5757929757277747,1.2967901273977842,Channel 1
750.0,0.8679545312559775,0.28796462006033263,1.4479444424516226,Channel 1
791.6666666666666,0.321910128653853,-0.496531758710309,1.140352016018015,Channel 1
833.3333333333333,0.053783399359192,-0.3166276906284572,0.42419448934684123,Channel 1
875.0,0.010445862998051648,-0.11840211482437749,0.13929384082048077,Channel 1
916.6666666666666,0.010684927791224963,-0.13793205926056226,0.15930191484301218,Channel 1
958.3333333333333,0.004625930616151787,-0.07199117901382487,0.08124304024612844,Channel 1
1000.0,0.006559349550479295,-0.10790962440744722,0.12102832350840581,Channel 1
