Time,Zeta_mean,Zeta_min,Zeta_max,Channel
0.0,0.1043275992530582,-0.34153703420286863,0.5501922327089851,Channel 2
41.666666666666664,0.8605029061662613,0.30190964019612265,1.4190961721364,Channel 2
83.33333333333333,0.9857819515119634,0.9003951479763036,1.0711687550476232,Channel 2
125.0,0.9958862550376097,0.9654963467559116,1.0262761633193078,Channel 2
166.66666666666666,0.9984461836021206,0.9856892209033445,1.0112031463008966,Channel 2
208.33333333333331,0.9983887446536579,0.9845366055793787,1.012240883727937,Channel 2
250.0,0.9906837054858785,0.9237022361492053,1.0576651748225516,Channel 2
291.66666666666663,0.9351538737333203,0.5354493319235829,1.3348584155430576,Channel 2
333.3333333333333,0.994154035416932,0.9522638697321568,1.0360442011017073,Channel 2
375.0,0.9928049047059239,0.9429158644433905,1.0426939449684574,Channel 2
416.66666666666663,0.9935607832813367,0.94698144024499,1.0401401263176833,Channel 2
458.3333333333333,0.9959624273877407,0.9630549501998894,1.0288699045755918,Channel 2
500.0,0.9944793757775717,0.9461320056548603,1.0428267459002831,Channel 2
541.6666666666666,0.9768476121082101,0.8226004559883773,1.131094768228043,Channel 2
583.3333333333333,0.8723047290327496,0.37834873282792914,1.36626072523757,Channel 2
625.0,0.4433601254887847,-0.45022972333677425,1.3369499743143436,Channel 2
666.6666666666666,0.25748170090960804,-0.5213900960939015,1.0363534979131177,Channel 2
708.3333333333333,0.17469024262153363,-0.5068729899694603,0.8562534752125276,Channel 2
750.0,0.15223773592944426,-0.4808301662959914,0.7853056381548799,Channel 2
791.6666666666666,0.1122153603467653,-0.4310236031332637,0.6554543238267942,Channel 2
833.3333333333333,0.08013736083815803,-0.3918061731420604,0.5520808948183764,Channel 2
875.0,0.08482687027943495,-0.40507248488177616,0.574726225440646,Channel 2
916.6666666666666,0.07158278359242226,-0.3756017371078455,0.51876730429269,Channel 2
958.3333333333333,0.06614441265496351,-0.3688466262604396,0.5011354515703667,Channel 2
1000.0,0.09164929528464127,-0.42101447954288773,0.6043130701121703,Channel 2
