Time,Beta_0_mean,Beta_0_min,Beta_0_max,Beta_1_mean,Beta_1_min,Beta_1_max,Beta_0_true,Beta_1_true,Channel
0.0,-0.027658069922763123,-0.08442017817275518,0.02910403832722893,-0.02908928373548933,-0.15706509502668703,0.09888652755570837,-0.038540444826597124,-0.038540444826597124,Channel 1
34.48275862068966,-0.09618190216052412,-0.16010850001159133,-0.03225530430945693,-0.16770830326147998,-0.31674087208227264,-0.018675734440687347,-0.07727301766903498,-0.07727301766903498,Channel 1
68.96551724137932,-0.1730390847808157,-0.23976917096322148,-0.1063089985984099,-0.3474574991970671,-0.5005633790482527,-0.19435161934588158,-0.13042035621203904,-0.13042035621203904,Channel 1
103.44827586206898,-0.22669890465652945,-0.29560207874526995,-0.15779573056778895,-0.47663877209718064,-0.6331115342260611,-0.32016600996830014,-0.17993538182230376,-0.17993538182230376,Channel 1
137.93103448275863,-0.21840471190756883,-0.29140895276240536,-0.1454004710527323,-0.4353441334887507,-0.5994258179213716,-0.27126244905612973,-0.18970355600969596,-0.18970355600969596,Channel 1
172.41379310344828,-0.1268732086833747,-0.2018645271207113,-0.051881890246038134,-0.16782909052925665,-0.33073157670951225,-0.004926604349001024,-0.12064583587759246,-0.12064583587759246,Channel 1
206.89655172413796,0.030626947917060634,-0.04248548275840951,0.10373937859253078,0.2699977635715078,0.10929223415602188,0.4307032929869937,0.03744080941870622,0.11232242825611867,Channel 1
241.37931034482762,0.20269839430831937,0.13119007172089225,0.2742067168957465,0.7285818637665642,0.5607971621241238,0.8963665654090046,0.23970375019986967,0.7191112505996091,Channel 1
275.86206896551727,0.3256886504903413,0.25347899621677694,0.39789830476390564,1.0331413106820448,0.8608927179118646,1.205389903452225,0.3966698843835782,1.1900096531507347,Channel 1
310.3448275862069,0.3520488712301548,0.27999904767015504,0.4240986947901546,1.0687884733411714,0.9017352378255705,1.2358417088567724,0.42673220893719527,1.2801966268115859,Channel 1
344.82758620689657,0.2725451015854635,0.20264910130519795,0.34244110186572907,0.8344851290675723,0.672826066960915,0.9961441911742297,0.3133929139673283,0.940178741901985,Channel 1
379.3103448275862,0.12067045451120473,0.051867479207302586,0.18947342981510687,0.43818019836373834,0.27862965685231883,0.5977307398751579,0.11746866899643041,0.35240600698929125,Channel 1
