Time,Beta_0_mean,Beta_0_min,Beta_0_max,Beta_1_mean,Beta_1_min,Beta_1_max,Beta_0_true,Beta_1_true,Channel
0.0,-0.05767207298059955,-0.11407272135744448,-0.001271424603754616,-0.13192250005875655,-0.2574622165853311,-0.006382783532182024,-4.766266647884043e-10,-4.766266647884043e-10,Channel 2
34.48275862068966,-0.044003764127874496,-0.10730772454436044,0.01930019628861144,-0.15277783923211358,-0.29911237092121035,-0.00644330754301678,-4.527045151451867e-09,-4.527045151451867e-09,Channel 2
68.96551724137932,-0.018358603311310156,-0.08422147623929134,0.04750426961667102,-0.1373101544695892,-0.28817882838491743,0.013558519445739048,-3.7958692034775464e-08,-3.7958692034775464e-08,Channel 2
103.44827586206898,0.010279634083094343,-0.05751654115726813,0.07807580932345683,-0.09022300363505383,-0.24543463074629146,0.06498862347618382,-2.807791955702565e-07,-2.807791955702565e-07,Channel 2
137.93103448275863,0.02577487195311538,-0.04573354920276951,0.09728329310900027,-0.04346160836179266,-0.20729651381111516,0.12037329708752983,-1.8306834265972274e-06,-1.8306834265972274e-06,Channel 2
172.41379310344828,0.017305665480304256,-0.055663486372504095,0.0902748173331126,-0.02597028796810969,-0.18949367229825212,0.13755309636203275,-1.0510326494157376e-05,-1.0510326494157376e-05,Channel 2
206.89655172413796,-0.009115390291318666,-0.08004569410875256,0.061814913526115234,-0.044502379208227104,-0.20518167360681885,0.11617691519036463,-5.306792370264756e-05,-5.306792370264756e-05,Channel 2
241.37931034482762,-0.03589953152140212,-0.10593798010286953,0.034138917060065284,-0.08198781188183399,-0.24666267910230052,0.08268705533863255,-0.00023527867616166364,-0.00023527867616166364,Channel 2
275.86206896551727,-0.046717772083470374,-0.11846557627050494,0.025030032103564193,-0.10968938211517736,-0.2758418103246659,0.0564630460943112,-0.00091411497631737,-0.00091411497631737,Channel 2
310.3448275862069,-0.03796917566963834,-0.10984166774076384,0.033903316401487166,-0.10892498688350834,-0.2704693964757727,0.05261942270875604,-0.0031042160083425397,-0.0031042160083425397,Channel 2
344.82758620689657,-0.022360160600420242,-0.0916621709700359,0.04694184976919541,-0.0878891630114704,-0.24890824932732986,0.07312992330438906,-0.009181309513811006,-0.009181309513811006,Channel 2
379.3103448275862,-0.0210954010469953,-0.08918992112575444,0.04699911903176385,-0.08007549069323437,-0.2440598373165883,0.08390885593011958,-0.02353494609838132,-0.02353494609838132,Channel 2
413.79310344827593,-0.04856096269038145,-0.11825926070341947,0.02113733532265657,-0.12128676379154786,-0.2839681775577369,0.041394649974641165,-0.051906215356229364,-0.051906215356229364,Channel 2
448.2758620689656,-0.09887877280165751,-0.16959905325981608,-0.02815849234349893,-0.21703298778589059,-0.3782274313164986,-0.055838544255282535,-0.09737654490249159,-0.09737654490249159,Channel 2
482.75862068965523,-0.14355033965924444,-0.21376170829403662,-0.07333897102445226,-0.3220221527334339,-0.4843347709102749,-0.15970953455659287,-0.15234280242675816,-0.15234280242675816,Channel 2
517.2413793103449,-0.14355559178110783,-0.2142564116445126,-0.07285477191770308,-0.35029289283590115,-0.5090801612025192,-0.1915056244692831,-0.1910265472079217,-0.1910265472079217,Channel 2
551.7241379310345,-0.07077580690088922,-0.14285033283573145,0.0012987190339530108,-0.21771254496644893,-0.37065317048202295,-0.0647719194508749,-0.17314196903575668,-0.17314196903575668,Channel 2
586.2068965517242,0.07267488470546393,0.0009168048497378845,0.14443296456118998,0.10312571235766807,-0.052051998448369,0.25830342316370514,-0.06693086558757466,-0.06693086558757466,Channel 2
620.6896551724138,0.2487702415968101,0.17813823602303264,0.31940224717058757,0.5482794104621926,0.38691286865236596,0.7096459522720193,0.11746866899643074,0.3524060069892922,Channel 2
655.1724137931035,0.3965377566904451,0.32481046441260686,0.46826504896828336,0.9743091309874191,0.8102354291221435,1.1383828328526948,0.3133929139673286,0.9401787419019859,Channel 2
689.6551724137931,0.4586797746887457,0.38501124226462347,0.532348307112868,1.2182138279017019,1.0511723512707656,1.3852553045326381,0.4267322089371954,1.2801966268115863,Channel 2
724.1379310344828,0.4089416100302494,0.33590826122648554,0.4819749588340133,1.1776142233289297,1.0088215621044572,1.3464068845534023,0.3966698843835781,1.190009653150734,Channel 2
758.6206896551724,0.26598492656003986,0.19482775155148432,0.33714210156859536,0.8673618600699272,0.7045084951732072,1.0302152249666472,0.23970375019986934,0.719111250599608,Channel 2
793.1034482758621,0.08580692694947108,0.014269501203754642,0.1573443526951875,0.4180639724718153,0.26010955820083825,0.5760183867427924,0.03744080941870589,0.11232242825611767,Channel 2
827.5862068965519,-0.06392437850275227,-0.13636372708425937,0.008514970078754805,0.013110181213498074,-0.1501376034500978,0.17635796587709396,-0.12064583587759298,-0.12064583587759298,Channel 2
862.0689655172415,-0.13437409966993735,-0.20514055027388023,-0.06360764906599449,-0.20316613895151908,-0.3691195890656655,-0.037212688837372665,-0.1897035560096961,-0.1897035560096961,Channel 2
896.5517241379312,-0.11788724785284922,-0.18785128828115122,-0.04792320742454724,-0.19394062576968982,-0.35636237932680515,-0.03151887221257452,-0.1799353818223036,-0.1799353818223036,Channel 2
931.0344827586208,-0.049436856281533624,-0.1221580469450669,0.023284334381999665,-0.04306875049906614,-0.2106046468116211,0.12446714581348883,-0.13042035621203882,-0.13042035621203882,Channel 2
965.5172413793105,0.024185496593720348,-0.04861946406597921,0.09699045725341991,0.10830217566289589,-0.0599965760412748,0.2766009273670666,-0.07727301766903481,-0.07727301766903481,Channel 2
1000.0,0.07397720525010722,0.008298377676277377,0.13965603282393707,0.1795804452550514,0.03405495718584206,0.32510593332426074,-0.038540444826597124,-0.038540444826597124,Channel 2
