Time,Zeta_mean,Zeta_min,Zeta_max,Zeta_true,Channel
0.0,0.1746175450620919,-0.5139866211764028,0.8632217113005867,0.0,Channel 1
34.48275862068966,0.07296797769872465,-0.3532385622910824,0.4991745176885317,0.0,Channel 1
68.96551724137932,0.07317142186051555,-0.3733968261896139,0.519739669910645,0.0,Channel 1
103.44827586206898,0.06512433671390427,-0.3592469501560721,0.48949562358388066,0.0,Channel 1
137.93103448275863,0.09302613159526948,-0.4064748515041888,0.5925271146947279,0.0,Channel 1
172.41379310344828,0.12306356627249447,-0.4202067847666138,0.6663339173116027,0.0,Channel 1
206.89655172413796,0.5218460592266505,-0.3453360077215373,1.3890281261748383,1.0,Channel 1
241.37931034482762,0.950523643115657,0.7106789999133081,1.1903682863180058,1.0,Channel 1
275.86206896551727,0.980670424470489,0.861111222179148,1.10022962676183,1.0,Channel 1
310.3448275862069,0.9963693198104991,0.9621222459241145,1.0306163936968837,1.0,Channel 1
344.82758620689657,0.9475284139206804,0.7149415648665505,1.1801152629748104,1.0,Channel 1
379.3103448275862,0.8386768123500649,0.2905249825239069,1.3868286421762228,1.0,Channel 1
413.79310344827593,0.35982101250100473,-0.4853880555227057,1.2050300805247152,0.0,Channel 1
448.2758620689656,0.13334397360402192,-0.46508837055407837,0.7317763177621223,0.0,Channel 1
482.75862068965523,0.14923802852316673,-0.48060634136114133,0.7790823984074747,0.0,Channel 1
517.2413793103449,0.15762167704299815,-0.49317650017347825,0.8084198542594745,0.0,Channel 1
551.7241379310345,0.20024562000622528,-0.5176509255775589,0.9181421655900094,0.0,Channel 1
586.2068965517242,0.20394039023838523,-0.5152069888369746,0.9230877693137449,0.0,Channel 1
620.6896551724138,0.19748342550858397,-0.5219381428829103,0.9169049939000783,0.0,Channel 1
655.1724137931035,0.18646563188563456,-0.5077625220113695,0.8806937857826387,0.0,Channel 1
689.6551724137931,0.20081890479409645,-0.5226048889251437,0.9242426985133366,0.0,Channel 1
724.1379310344828,0.23892515697753128,-0.5286721754677225,1.006522489422785,0.0,Channel 1
758.6206896551724,0.343869456376097,-0.5210937787303284,1.2088326914825225,0.0,Channel 1
793.1034482758621,0.3892712523073261,-0.511337054047533,1.2898795586621854,0.0,Channel 1
827.5862068965519,0.3315800986258049,-0.5349284820193989,1.1980886792710088,0.0,Channel 1
862.0689655172415,0.27456981588491597,-0.5448275253826067,1.0939671571524385,0.0,Channel 1
896.5517241379312,0.2564762882296414,-0.5407468939618342,1.0536994704211171,0.0,Channel 1
931.0344827586208,0.2296651868801671,-0.5335396867856516,0.9928700605459858,0.0,Channel 1
965.5172413793105,0.2415309302621483,-0.5330337850861807,1.0160956456104773,0.0,Channel 1
1000.0,0.3327531211088883,-0.5245120994035699,1.1900183416213466,0.0,Channel 1
