Time,Beta_0_mean,Beta_0_min,Beta_0_max,Beta_1_mean,Beta_1_min,Beta_1_max,Beta_0_true,Beta_1_true,Channel
0.0,-0.04650331201864131,-0.09765454619723352,0.004647922159950892,-0.04650331201864131,-0.09765454619723352,0.004647922159950892,-0.038540444826597124,-0.038540444826597124,Channel 1
34.48275862068966,-0.1190895535431568,-0.17608589890419585,-0.062093208182117755,-0.1190895535431568,-0.17608589890419585,-0.062093208182117755,-0.07727301766903498,-0.07727301766903498,Channel 1
68.96551724137932,-0.19726209539644485,-0.25612287277053986,-0.13840131802234984,-0.19726209539644485,-0.25612287277053986,-0.13840131802234984,-0.13042035621203904,-0.13042035621203904,Channel 1
103.44827586206898,-0.24862504473870678,-0.30908330065174855,-0.188166788825665,-0.24862504473870678,-0.30908330065174855,-0.188166788825665,-0.17993538182230376,-0.17993538182230376,Channel 1
137.93103448275863,-0.23529267109211632,-0.29942961103080346,-0.17115573115342922,-0.23529267109211632,-0.29942961103080346,-0.17115573115342922,-0.18970355600969596,-0.18970355600969596,Channel 1
172.41379310344828,-0.1379345804522999,-0.20400681715199168,-0.07186234375260811,-0.1379345804522999,-0.20400681715199168,-0.07186234375260811,-0.12064583587759246,-0.12064583587759246,Channel 1
206.89655172413796,0.02460661559710902,-0.040639643605299085,0.08985287479951712,0.02460661559710902,-0.040639643605299085,0.08985287479951712,0.03744080941870622,0.11232242825611867,Channel 1
241.37931034482762,0.20009849135757296,0.13411964400267773,0.2660773387124682,0.7539859352842317,0.47167456873728003,1.0362973018311834,0.23970375019986967,0.7191112505996091,Channel 1
275.86206896551727,0.3247004872948351,0.2555964523014222,0.39380452228824797,1.1746638244331467,0.9738354327805296,1.3754922160857637,0.3966698843835782,1.1900096531507347,Channel 1
310.3448275862069,0.3511302899022657,0.2807783476041287,0.4214822322004027,1.238062997968861,1.0704497544336398,1.4056762415040824,0.42673220893719527,1.2801966268115859,Channel 1
344.82758620689657,0.2706139986115785,0.202163659738253,0.33906433748490394,0.936174278853904,0.7009240731996513,1.1714244845081567,0.3133929139673283,0.940178741901985,Channel 1
379.3103448275862,0.1171345221795106,0.050434803698274216,0.183834240660747,0.4254802818867814,0.08768648987137073,0.763274073902192,0.11746866899643041,0.35240600698929125,Channel 1
413.79310344827593,-0.04822294033998163,-0.11473698362293294,0.018291102942969678,-0.04822294033998163,-0.11473698362293294,0.018291102942969678,-0.06693086558757512,-0.06693086558757512,Channel 1
448.2758620689656,-0.16479706100413774,-0.23042065658107325,-0.09917346542720223,-0.16479706100413774,-0.23042065658107325,-0.09917346542720223,-0.17314196903575688,-0.17314196903575688,Channel 1
482.75862068965523,-0.1981358347473375,-0.262148057974758,-0.13412361151991703,-0.1981358347473375,-0.262148057974758,-0.13412361151991703,-0.19102654720792167,-0.19102654720792167,Channel 1
517.2413793103449,-0.1518930138434859,-0.21630478084452642,-0.08748124684244539,-0.1518930138434859,-0.21630478084452642,-0.08748124684244539,-0.15234280242675796,-0.15234280242675796,Channel 1
551.7241379310345,-0.061231229495915064,-0.12739977721859877,0.004937318226768635,-0.061231229495915064,-0.12739977721859877,0.004937318226768635,-0.0973765449024914,-0.0973765449024914,Channel 1
586.2068965517242,0.027407561410247017,-0.0386160173688886,0.09343114018938263,0.027407561410247017,-0.0386160173688886,0.09343114018938263,-0.05190621535622923,-0.05190621535622923,Channel 1
620.6896551724138,0.0789622673923996,0.014486740654948413,0.1434377941298508,0.0789622673923996,0.014486740654948413,0.1434377941298508,-0.02353494609838129,-0.02353494609838129,Channel 1
655.1724137931035,0.08352974184276049,0.0188411248726075,0.14821835881291348,0.08352974184276049,0.0188411248726075,0.14821835881291348,-0.009181309513810985,-0.009181309513810985,Channel 1
689.6551724137931,0.055667150021255725,-0.010265213042831421,0.12159951308534286,0.055667150021255725,-0.010265213042831421,0.12159951308534286,-0.00310421600834253,-0.00310421600834253,Channel 1
724.1379310344828,0.02169029953872437,-0.04356346430603422,0.08694406338348296,0.02169029953872437,-0.04356346430603422,0.08694406338348296,-0.0009141149763173671,-0.0009141149763173671,Channel 1
758.6206896551724,0.0033687034716257756,-0.0606101935601264,0.06734760050337796,0.0033687034716257756,-0.0606101935601264,0.06734760050337796,-0.00023527867616166285,-0.00023527867616166285,Channel 1
793.1034482758621,0.007259048832853324,-0.057918557539337896,0.07243665520504454,0.007259048832853324,-0.057918557539337896,0.07243665520504454,-5.306792370264748e-05,-5.306792370264748e-05,Channel 1
827.5862068965519,0.02450296946439828,-0.042214177325773566,0.09122011625457013,0.02450296946439828,-0.042214177325773566,0.09122011625457013,-1.0510326494157322e-05,-1.0510326494157322e-05,Channel 1
862.0689655172415,0.039269709200562365,-0.026254252880111635,0.10479367128123637,0.039269709200562365,-0.026254252880111635,0.10479367128123637,-1.8306834265972187e-06,-1.8306834265972187e-06,Channel 1
896.5517241379312,0.040244841904574793,-0.024771848443634628,0.10526153225278422,0.040244841904574793,-0.024771848443634628,0.10526153225278422,-2.8077919557025455e-07,-2.8077919557025455e-07,Channel 1
931.0344827586208,0.02776280312523958,-0.040091068651945824,0.095616674902425,0.02776280312523958,-0.040091068651945824,0.095616674902425,-3.7958692034775206e-08,-3.7958692034775206e-08,Channel 1
965.5172413793105,0.009629479410880205,-0.05851263689887447,0.07777159572063487,0.009629479410880205,-0.05851263689887447,0.07777159572063487,-4.527045151451836e-09,-4.527045151451836e-09,Channel 1
1000.0,-0.0066310651084959945,-0.06821881171244296,0.054956681495450965,-0.0066310651084959945,-0.06821881171244296,0.054956681495450965,-4.766266647884043e-10,-4.766266647884043e-10,Channel 1
